epoch,time,train/box_loss,train/cls_loss,train/dfl_loss,metrics/precision(B),metrics/recall(B),metrics/mAP50(B),metrics/mAP50-95(B),val/box_loss,val/cls_loss,val/dfl_loss,lr/pg0,lr/pg1,lr/pg2
82,919.378,1.13404,0.89909,1.3222,0.6627,0.63497,0.65273,0.33424,1.78907,1.2699,1.7326,0.000330233,0.000330233,0.000330233
83,927.028,1.08696,0.87519,1.27659,0.66514,0.63109,0.64594,0.34188,1.81618,1.29518,1.75997,0.000313729,0.000313729,0.000313729
84,938.769,1.16058,0.89895,1.29586,0.68779,0.5844,0.62365,0.33135,1.84837,1.30038,1.80283,0.000297226,0.000297226,0.000297226
85,948.423,1.14767,0.87019,1.26824,0.67974,0.6419,0.66391,0.33753,1.83978,1.25368,1.82664,0.000280723,0.000280723,0.000280723
86,958.183,1.12377,0.82296,1.24632,0.70463,0.5943,0.64959,0.34097,1.90553,1.28042,1.86261,0.00026422,0.00026422,0.00026422
87,968.059,1.14653,0.85938,1.253,0.69888,0.60096,0.65157,0.33403,1.85146,1.26705,1.80798,0.000247716,0.000247716,0.000247716
88,981.82,1.10118,0.85319,1.27235,0.70365,0.6112,0.65337,0.33469,1.85967,1.30648,1.80315,0.000231213,0.000231213,0.000231213
89,992.398,1.07057,0.80421,1.24138,0.71454,0.61581,0.65841,0.34101,1.85843,1.30785,1.78542,0.00021471,0.00021471,0.00021471
90,1001.86,1.10965,0.84183,1.26322,0.72488,0.60222,0.64276,0.33452,1.86532,1.32964,1.82462,0.000198206,0.000198206,0.000198206
91,1039.2,1.08529,0.82485,1.21959,0.6929,0.60525,0.62154,0.32301,1.85163,1.31983,1.81973,0.000181703,0.000181703,0.000181703
92,1045.68,1.10971,0.7993,1.21602,0.68422,0.60016,0.6233,0.32182,1.86161,1.32692,1.80704,0.0001652,0.0001652,0.0001652
93,1053.42,1.09965,0.76918,1.19834,0.70022,0.5956,0.6138,0.31742,1.8675,1.2961,1.81241,0.000148696,0.000148696,0.000148696
94,1061.86,1.06512,0.73693,1.17637,0.66136,0.64598,0.6315,0.32105,1.8273,1.30361,1.76395,0.000132193,0.000132193,0.000132193
95,1070.88,1.04871,0.72815,1.19581,0.64895,0.65985,0.64039,0.32185,1.80829,1.32768,1.75883,0.00011569,0.00011569,0.00011569
96,1078.93,1.07959,0.7345,1.1952,0.6856,0.65332,0.65103,0.32547,1.84057,1.34883,1.77968,9.91865e-05,9.91865e-05,9.91865e-05
97,1086.86,1.06241,0.72913,1.20089,0.68061,0.64054,0.64275,0.32189,1.84301,1.35419,1.77896,8.26832e-05,8.26832e-05,8.26832e-05
98,1095.42,1.01504,0.72979,1.19766,0.68306,0.61927,0.60699,0.32007,1.85663,1.34753,1.80112,6.61799e-05,6.61799e-05,6.61799e-05
99,1102.44,1.01276,0.72241,1.17323,0.70224,0.6204,0.61114,0.32026,1.84915,1.36174,1.80291,4.96766e-05,4.96766e-05,4.96766e-05
100,1108.88,1.06367,0.7257,1.18712,0.69516,0.6204,0.61886,0.31899,1.85019,1.35635,1.80724,3.31733e-05,3.31733e-05,3.31733e-05
