epoch,time,train/box_loss,train/cls_loss,train/dfl_loss,metrics/precision(B),metrics/recall(B),metrics/mAP50(B),metrics/mAP50-95(B),val/box_loss,val/cls_loss,val/dfl_loss,lr/pg0,lr/pg1,lr/pg2
182,856.011,1.00951,0.6995,1.08459,0.75834,0.51973,0.59977,0.3122,1.65563,0.92453,1.58289,0.000173451,0.000173451,0.000173451
183,861.259,1.00626,0.71058,1.08825,0.77218,0.52546,0.61149,0.31662,1.64387,0.90732,1.57573,0.0001652,0.0001652,0.0001652
184,866.155,1.03619,0.71468,1.09676,0.71372,0.56134,0.60561,0.30957,1.64991,0.91243,1.57177,0.000156948,0.000156948,0.000156948
185,870.63,0.99858,0.69105,1.08509,0.78469,0.53704,0.60069,0.3161,1.6102,0.91166,1.56389,0.000148696,0.000148696,0.000148696
186,875.338,0.97016,0.65042,1.05349,0.73337,0.55299,0.60134,0.31632,1.62179,0.89454,1.56207,0.000140445,0.000140445,0.000140445
187,879.909,1.02336,0.70092,1.08122,0.79753,0.54283,0.60495,0.32748,1.59576,0.87437,1.53155,0.000132193,0.000132193,0.000132193
188,884.301,1.06585,0.75784,1.12617,0.73401,0.57283,0.61331,0.32155,1.61193,0.86985,1.54867,0.000123941,0.000123941,0.000123941
189,889.138,0.98775,0.69719,1.09266,0.78216,0.54977,0.61152,0.31915,1.61402,0.87974,1.54683,0.00011569,0.00011569,0.00011569
190,893.598,1.03455,0.71168,1.08441,0.76148,0.5463,0.59868,0.32198,1.61465,0.87196,1.54005,0.000107438,0.000107438,0.000107438
191,925.217,0.9199,0.62231,1.00997,0.73229,0.56857,0.59126,0.31787,1.6256,0.86825,1.5572,9.91865e-05,9.91865e-05,9.91865e-05
192,929.586,0.90122,0.61365,0.99807,0.75977,0.56484,0.58947,0.31231,1.65927,0.87677,1.58475,9.09349e-05,9.09349e-05,9.09349e-05
193,933.62,0.87425,0.60263,1.01072,0.75597,0.56545,0.58972,0.31215,1.6586,0.89265,1.58187,8.26832e-05,8.26832e-05,8.26832e-05
194,937.172,0.91131,0.61145,1.01118,0.77193,0.56052,0.59138,0.30767,1.65851,0.89989,1.58957,7.44316e-05,7.44316e-05,7.44316e-05
195,940.799,0.90275,0.58001,1.01746,0.77988,0.56234,0.59544,0.31291,1.65652,0.90301,1.59039,6.61799e-05,6.61799e-05,6.61799e-05
196,944.234,0.89218,0.58594,1.00407,0.7743,0.56633,0.59314,0.31592,1.63751,0.89341,1.587,5.79283e-05,5.79283e-05,5.79283e-05
197,947.915,0.89923,0.56145,1.01325,0.79542,0.5463,0.59243,0.31319,1.63727,0.89348,1.58744,4.96766e-05,4.96766e-05,4.96766e-05
198,951.468,0.88279,0.57656,0.99465,0.79492,0.547,0.59504,0.31047,1.64297,0.89503,1.59137,4.1425e-05,4.1425e-05,4.1425e-05
199,955.092,0.89476,0.5907,1.02779,0.786,0.54298,0.58984,0.30548,1.64706,0.89543,1.59177,3.31733e-05,3.31733e-05,3.31733e-05
200,958.738,0.9164,0.58426,1.02404,0.7922,0.54282,0.59125,0.30817,1.64609,0.89261,1.58759,2.49217e-05,2.49217e-05,2.49217e-05
